,pred
250,738558.756875185
251,1305105.4789883432
252,270116.0676131148
253,3148944.325356761
254,524846.0657724208
255,501100.1748171023
256,879418.3923546751
257,332289.642032323
258,521236.1857050826
259,1027018.7187052991
260,689655.8810335335
261,532396.3292536463
262,334008.0672532499
263,462539.3898316753
264,1045745.7899487326
265,465570.3261574785
266,1756720.8479489633
267,1228535.5798144785
268,552521.5202088403
269,849644.7377498059
270,637391.9762565256
271,672741.2217552428
272,374511.51528161403
273,686801.6920647933
274,237346.62415968152
275,258097.25877377877
276,541846.0143538024
277,473680.27578633965
278,113858.33021934904
279,389892.2723908999
280,557997.6464363422
281,665689.6651488813
282,1560382.5354090647
283,978479.3103083421
284,349428.67629971216
285,254340.9986421313
286,978104.2484528403
287,460423.45139756484
288,1489599.405923088
289,295033.12311559165
290,760096.4695437961
291,640111.7127716023
292,885823.4957348602
293,669133.1856650334
294,684015.394215643
295,887157.5733787549
296,345100.02982691134
297,236053.0546922581
298,819846.8122634363
299,2239897.385624765
300,421216.06748637266
301,866650.3477701034
302,530114.3759760732
303,1809153.6031870698
304,469834.9750164417
305,1152539.0034070436
306,1212141.6168396985
307,714086.7736249863
308,513742.27336717345
309,501459.4332715389
310,928644.9547198699
311,279642.2158550073
312,954998.3055623437
313,855277.7892419723
314,901310.2804782154
315,1973393.1041903994
316,850021.6035352834
317,839885.8398547191
318,473334.01747423725
319,788432.2069129589
320,411589.47494364984
321,506218.81021325215
322,332437.01945711934
323,274488.2234138811
324,554393.5006785517
325,312694.7331754834
326,713274.3979548824
327,1393891.0497625193
328,453546.53653569514
329,1424381.2505107815
330,864799.9999999951
331,436364.4037398478
332,454295.25599948876
333,2386442.9871321497
334,459999.99999998655
335,447518.52427309554
336,995338.0883041831
337,847266.0796776499
338,1089626.9958708487
339,417151.8101966242
340,339380.63933751854
341,1175580.9246796807
342,718723.7532506563
343,417220.3559100605
344,415248.39252739504
345,559873.4726985969
346,1019076.2685624097
347,522955.0643772203
348,362110.6554592818
349,571258.5402486704
350,775653.6603261178
351,440273.970984494
352,753520.6567863325
353,819378.2206950968
354,370601.50443497096
355,176780.42034407158
356,499194.71121309465
357,264999.1959791602
358,3418801.4953389396
359,418574.14233051497
360,728801.6959023817
361,649204.4441673736
362,515104.612769541
363,729822.7283812446
364,718375.4281482553
365,1401459.5357790291
366,1022534.7155296879
367,1372246.7460546694
368,808973.732236427
369,980432.6081026979
370,392529.99463108997
371,646666.7230255397
372,1220890.1922277822
373,229018.37116499653
374,678556.1238609413
375,327580.65990057983
376,296714.98657372873
377,667627.5065059613
378,140298.17140416577
379,590035.0885846656
380,309005.60728380847
381,568660.8586985022
382,485118.6553257797
383,1050962.7521724345
384,1788400.4048928847
385,840563.3353069477
386,678473.3779364274
387,2881249.102361204
388,223669.97506817622
389,323853.7840301237
390,554317.4946291929
391,1136250.0635548835
392,332522.6423150819
393,155078.5300275348
394,362638.21118094603
395,1616231.288943003
396,322781.99528493144
397,177619.45383908311
398,542711.5583807395
399,299387.8481982733
400,383394.63125390594
401,595715.0790689822
402,1006139.6444406302
403,434782.97093644855
404,309186.92546284734
405,1130293.7483936853
406,2081767.7888352463
407,742978.882810644
408,561504.2993783724
409,436801.07387998945
410,742125.2913353486
411,2072426.0029759256
412,428112.0321853791
413,559194.6630059646
414,601237.9484803249
415,895658.7729054611
416,569233.291324752
417,1346877.2161525197
418,1433382.5086856233
419,718649.2505674817
420,826936.5112702895
421,1453418.7970922391
422,322520.13916469086
423,712007.5771060528
424,866693.3730180276
425,692697.2840828628
426,1276829.0324864204
427,614459.8328880973
428,877055.7184657654
429,775248.448091643
430,740602.7705556243
431,274832.7309134035
432,763474.7114291566
433,248847.51122080098
434,2270397.5461762026
435,458188.56257020496
436,832121.6755748417
437,684276.3751560382
438,415460.35959369957
439,723364.0002988916
440,178615.65049451106
441,188205.26238530225
442,453626.4383798811
443,399161.15874235524
444,1268088.0595252162
445,148756.50468384635
446,327506.94055498403
447,610038.8573119134
448,290238.6395966295
449,448411.65314652
450,2864326.001515664
451,1177936.101037902
452,140012.41210580117
453,1060450.7755249983
454,607511.4332041537
455,491044.019187217
456,656045.4882740154
457,460613.54552798875
458,660736.6639810167
459,410235.1476993578
460,621563.2689939411
461,1159316.38540929
462,908604.5663010464
463,570174.8510501668
464,335313.9413626151
465,219046.64689910266
466,731061.9868064445
467,780411.0132371451
468,435026.4620841555
469,467320.4326107859
470,437475.821016298
471,456155.33257756213
472,347738.36487802304
473,633951.5807822727
474,538376.2285739585
475,1054461.4955870074
476,422188.83518226957
477,223939.21756250178
478,209785.61350069245
479,428089.5774045542
480,2225837.8866295456
481,680495.683185933
482,448846.7074376663
483,1559744.609256832
484,1184566.1212595967
485,157878.93686224954
486,896731.1697213782
487,900799.3141233518
488,305118.58264399366
489,1174614.851392631
490,606574.0706121379
491,919964.6854284562
492,1657179.0616840762
493,770355.5121416679
494,891293.0096411912
495,716355.4080506918
496,576280.9289036767
497,821516.5382701008
498,355435.58611953666
499,367547.4188660413
500,291133.98865394323
501,1067284.555002572
502,1061356.5754264523
503,316096.44117848226
504,1131156.0673111635
505,393320.3026833143
506,131989.7639566445
507,710000.0
508,378138.4475019405
509,567584.1694907931
510,134857.44975256894
511,405314.02329341095
512,765101.5475143777
513,693710.5156718197
514,569953.6826600119
515,749483.192357385
516,732364.7956784844
517,255945.6081049478
518,351909.4268760958
519,321500.6656918006
520,331404.7807982653
521,184364.1434460161
522,696030.6734342249
523,153311.16820856233
524,648653.6526001539
525,960806.1533226925
526,314942.2015878768
527,1213765.2229428308
528,461645.67934428004
529,384867.0171434817
530,756510.2541786948
531,322781.99528493144
532,658185.451821649
533,159870.06958500136
534,277782.78793538734
535,351799.87524021615
536,635139.502317656
537,1219758.7616755369
538,881861.0421923036
539,400415.8928004644
540,492914.1996688803
541,1346156.645863668
542,439391.5272263478
543,458769.8235225305
544,816297.025323725
545,2162533.563828306
546,477425.9009504527
547,587905.2975091413
548,961935.3123671766
549,766785.2420090791
550,334518.2066810297
551,675697.4546466382
552,949214.5690871633
553,487515.9992204689
554,495608.1072523643
555,1173040.7536147486
556,497703.4539221744
557,518236.4646469092
558,308027.04642398
559,377513.04926945467
560,140030.70827219237
561,748487.7825928526
562,410692.2396685808
563,769723.9564562665
564,545834.0386644416
565,994755.4485075036
566,189213.61191509198
567,444836.75292522326
568,396973.85128845886
569,711245.8115446178
570,435236.76055686077
571,418089.95069594576
572,215743.21048743915
573,922062.5337658025
574,417363.80893338565
575,221277.0616471106
576,394279.0799923644
577,357674.18883598514
578,450656.74332127895
579,2243840.982254431
580,273244.8685963143
581,1779970.9099962907
582,1889596.3244890259
583,310000.0000000077
584,740192.9905905448
585,699386.761531309
586,554980.5056236938
587,399341.1498619589
588,516570.0264296816
589,537642.0033719051
590,1816404.8132528518
591,843899.8846197061
592,748634.3194801905
593,538398.5854918651
594,445991.7294297084
595,255410.42265343198
596,485294.95064671023
597,1005606.1003955847
598,789906.5706051573
599,773809.0497841659
600,668715.5842615012
601,1432199.192639722
602,932362.0209104931
603,1252211.1741912083
604,507810.74749826733
605,899431.1584157884
606,563090.5182803363
607,539249.7769901877
608,586468.8221751845
609,1458891.871853291
610,730508.6234788856
611,792988.6445470458
612,634611.2290349877
613,131610.76719083788
614,1057171.889672983
615,808208.3350768399
616,492745.93989250966
617,212491.01163456208
618,491640.1233737767
619,1056941.8627691562
620,692015.6524245293
621,263352.7483795903
622,1182243.498657984
623,1374958.3820106185
624,244280.07863165473
625,493003.0527230212
626,1160501.8491977642
627,861232.7550847863
628,691705.980425178
629,1145794.4225302427
630,336177.71157987777
631,463590.42858401436
632,1276704.3151831122
633,346721.6718157162
634,695235.7947489022
635,1055645.7664394006
636,919972.060375254
637,2730300.504520203
638,749500.7160389845
639,1046674.7656492845
640,538299.3780231177
641,339838.27721205266
642,751276.0020110876
643,901830.1719718655
644,243489.2850299341
645,657531.1514706486
646,263614.870086618
647,744844.1644061783
648,790819.4603561413
649,524573.8468680821
650,571157.7297978515
651,838865.2397695767
652,851572.7561431576
653,872913.0047099913
654,394632.3151181466
655,421714.40042029077
656,573524.4636744973
657,918923.2241565745
658,391131.82759329194
659,313460.8666530037
660,642190.5052702464
661,739981.60303503
662,755540.8623891273
663,496369.5878691838
664,319089.6287530069
665,148409.5431071969
666,1197535.6587076911
667,970767.1768350396
668,1881299.8886303443
669,2238425.996485971
670,115071.30698291153
671,1683793.2316209814
672,1078831.8927831347
673,375230.8182219932
674,580232.1620267145
675,359347.1235262325
676,1607050.8228567196
677,288974.76715591724
678,114224.68959607821
679,225751.348683375
680,961528.4660633935
681,663226.7478352368
682,247147.20684534922
683,296898.2571717017
684,339118.57710359927
685,436768.39095148863
686,404681.3472187152
687,461203.8180226213
688,162983.00891297712
689,1134587.9352467428
690,702584.2075510346
691,736503.6790889007
692,1347465.7347013701
693,712472.5732306653
694,770274.9781802661
695,366396.36125187966
696,827852.2913766308
697,1223683.6507794515
698,785516.5487149119
699,963819.9868827767
700,952163.1628175761
701,1380550.142756656
702,214593.43851149525
703,408377.25490140915
704,169480.63074706192
705,542601.7041975909
706,905330.1079887875
707,428249.2360617167
708,530792.0663212545
709,316566.2636137124
710,1280619.1720027276
711,343755.2738105534
712,903630.8262999338
713,223617.0814472802
714,600012.0097134783
715,410392.2069229344
716,218713.6524442365
717,2438827.9881202555
718,1142337.7946265265
719,584665.4511075465
720,244570.37497634607
721,749720.1854973184
722,766827.7463609754
723,2751529.0718996082
724,231848.38419050234
725,854300.6189418044
726,530201.7335646488
727,416577.245763777
728,532493.2750581296
729,680225.977559633
730,339663.8818559131
731,445682.1960283818
732,1073692.119503587
733,250214.561215608
734,403931.03747540637
735,332964.3641249085
736,1756655.721293462
737,257417.07889408965
738,670268.2474877848
739,572340.6193693237
740,914130.8376887259
741,1565725.3372090114
742,369999.99999999814
743,626023.3335276345
744,1945395.9833734394
745,669241.5816382496
746,468655.34703234717
747,2010159.2017073878
748,371610.51339533844
749,1268186.6660109258
750,462030.6266655587
751,670841.6357842397
752,1559987.0887078894
753,299698.4624876928
754,1051694.668530962
755,530838.8161298432
756,573084.3020236216
757,506384.6389717192
758,524907.1342549432
759,1546097.8335691264
760,676037.4137837102
761,2433212.1046091374
762,1887942.5677592037
763,1236829.5721734588
764,549356.7276641001
765,379601.06238469266
766,494708.46074118937
767,652067.559273313
768,558187.5537428873
769,871564.6057177668
770,334928.71991025074
771,412312.4931938674
772,334119.98613998527
773,408811.7325335192
774,702830.7874104634
775,975972.1523667717
776,1214786.3126620296
777,441513.9339522109
778,1429266.983310237
779,551618.2843892085
780,1803189.2197452937
781,567633.2038462359
782,261561.48441433226
783,123045.63104493129
784,369889.35131660575
785,768248.431794365
786,296335.67963549437
787,274439.915495603
788,991820.7819653127
789,371508.8158330458
790,503864.73618654563
791,1605249.4919211396
792,277790.41136523004
793,1070550.1194557822
794,615662.1532948847
795,397865.2535208829
796,969846.2262236506
797,726702.2313302823
798,1309558.099644231
799,2797837.8783139084
800,123152.88986665303
801,751774.2974473144
802,577105.1554146637
803,992333.5781952776
804,667389.5007680594
805,398869.57845237904
806,513356.2925522708
807,496238.8300863805
808,211354.88523733747
809,282418.8767463559
810,191254.95273561
811,979578.8427505799
812,2481988.436593102
813,787574.7470068627
814,789749.896914282
815,273007.45687061537
816,1186687.0162980505
817,676859.1151061527
818,1236431.5364446235
819,454656.34235526266
820,842712.4251644689
821,628942.8258888698
822,628085.0235786827
823,862712.6548226684
824,474928.7114233903
825,1348854.2966064592
826,249498.3755105045
827,896461.9886269512
828,907615.3389117487
829,419661.86800946447
830,621684.6712366276
831,333762.9376803133
832,261592.34026340873
833,232617.10923589653
834,710269.3337400071
835,232373.44565998495
836,1207587.243611883
837,201711.1454508219
838,752145.8386787301
839,571600.1264285938
840,430075.0354315011
841,176699.33500923438
842,911218.2818771831
843,625856.9427974166
844,898376.5222937386
845,578872.3295990988
846,253753.71596556398
847,3329413.5394843854
848,927640.3294862771
849,289418.6922113627
850,786184.9563703305
851,480348.949065213
852,349249.61518739787
853,543984.2262098864
854,525465.589472592
855,445487.5006260135
856,334882.9011539873
857,151699.11844922398
858,133654.55708411938
859,168949.90693936986
860,333468.998971753
861,1527251.1954256005
862,904346.3781537552
863,695151.278908653
864,717413.7241100967
865,488191.75164307706
866,501512.76051158115
867,864309.3564628174
868,1357586.0010892176
869,1117709.0796797003
870,485650.4082162577
871,148322.5213344433
872,481105.0644450484
873,319500.70855851914
874,850010.0865621238
875,596009.2522364256
876,368636.3434481671
877,311655.12320725166
878,1346696.213482557
879,245292.06642561223
880,700398.2336404261
881,365845.3885004721
882,583054.1981860446
883,1319099.2544618954
884,865878.7844610709
885,965317.9917959168
886,781498.7058718601
887,996396.8958620038
888,772269.4927224608
889,956470.8870993454
890,1121753.5734226434
891,325775.26479953324
892,764359.0120395896
893,189822.88030277716
894,654241.9332435095
895,702128.3959891179
896,599430.9490849769
897,317195.49738374155
898,775446.6837453168
899,635183.0620938302
900,775000.7076376108
901,1027298.8771433952
902,620811.8054368811
903,382257.0080618621
904,1286370.3505935015
905,694795.1835583192
906,215178.1426992975
907,898285.0235638395
908,137149.56271566454
909,494670.2471661597
910,443598.88021017215
911,959673.3632881421
912,586705.148853285
913,577540.5016369254
914,730460.5550159035
915,261270.49177815262
916,606384.8035817905
917,452292.89387451916
918,706621.4027714109
919,837470.7628817733
920,419221.758977002
921,471921.7288084878
922,1076784.8061263307
923,916424.9999999746
924,1290686.019419984
925,1619109.34142883
926,561009.2616727883
927,653490.5249342003
928,1736484.1801321025
929,405356.6722034995
930,482499.31097473257
931,1067995.240220852
932,396353.34529281827
933,652142.0298760727
934,575722.1092855094
935,1065517.0317848183
936,1195217.6646153512
937,346835.57604162727
938,1124550.8876121934
939,630159.533678844
940,1317153.3210027814
941,485205.63589381037
942,486765.82278136275
943,889557.590147739
944,816752.5640662739
945,463991.15722192795
946,483074.8379480849
947,1020937.4443042598
948,949275.221530951
949,376493.4260305442
950,666838.0026604213
951,1221872.9007635594
952,400740.6238068229
953,792911.9982680151
954,872782.4557383258
955,1001372.0334310833
956,360662.6292518475
957,1971111.3448190084
958,370233.74399727664
959,225894.34868195848
960,1066595.1122956523
961,154406.4676375493
962,1514350.7071759866
963,360515.0706226388
964,638904.2265473654
965,175318.5566798435
966,1143726.438887491
967,529728.0038559575
968,927550.9632865383
969,1372180.3845222476
970,790045.6633483025
971,458531.7066903068
972,369138.00763965497
973,332093.8579446171
974,436535.12674455915
975,1228142.3396261283
976,516207.88143383164
977,561016.7534399799
978,272977.8857838106
979,350311.5243717511
980,695763.8660729621
981,1401309.5464182298
982,499548.0193391401
983,340545.86410954007
984,758186.6276735055
985,603464.7596342433
986,332578.88820932753
987,674930.6262174003
988,2151786.8210705076
989,1224945.694323738
990,2284407.695617967
991,1077504.4823306135
992,366068.4018526573
993,828195.2793837934
994,605243.3959351698
995,1671267.6686033176
996,948258.6326460197
997,381403.09656713175
998,2332040.5591032975
999,226930.90233846605
1000,716235.3354248459
1001,1002138.9264193608
1002,495030.7987931578
1003,1281145.1018646108
1004,707473.6889141884
1005,979772.9184021445
1006,186659.01534770828
1007,519280.67254964093
1008,459623.07047325803
1009,1072594.8714002175
1010,1111441.2900052487
1011,655107.7094518689
1012,770476.0071599834
1013,794990.4011345954
1014,411210.615759735
1015,318128.85751337436
1016,522396.2620093387
1017,270589.9648061593
1018,578750.7421694893
1019,183550.86544102803
1020,256268.84628552664
1021,982968.3628764399
1022,668485.3980072425
1023,215527.66691621247
1024,138609.07692441184
1025,753909.3407572507
1026,544353.9038166414
1027,254619.64204267535
1028,1446580.5705980118
1029,731712.378759962
1030,370242.9433693891
1031,869837.4466557465
1032,210748.97080779902
1033,468046.94533847325
1034,2102808.6991667016
1035,849673.0981758751
1036,592386.4095111145
1037,223530.22884460777
1038,890323.7159367562
1039,176697.72326806476
1040,782669.6563529825
1041,399429.19600739965
1042,372178.33380751463
1043,169467.2226116786
1044,762796.988165473
1045,379555.9647717591
1046,1290954.3822308497
1047,646810.2714665192
1048,1209463.8539137866
1049,474208.65047736565
1050,969221.3226098416
1051,642767.8541032226
1052,270354.97906698973
1053,504149.29865129775
1054,606030.4412869042
1055,470055.02868130885
1056,704077.1637518294
1057,635326.6833441556
1058,413728.910304182
1059,539086.9777170869
1060,340930.7694958077
1061,420716.57214782725
1062,2261168.7002660837
1063,741754.3525260133
1064,545082.4856790224
1065,768229.3829017812
1066,1337883.9844662892
1067,1848710.304989556
1068,718071.3189307401
1069,821622.0704894657
1070,475000.0000000134
1071,587132.9138203047
1072,1832443.1662494782
1073,431428.19882640016
1074,403202.09187138925
1075,215307.0530953385
1076,763255.1371885501
1077,183657.88660823158
1078,1008106.839651523
1079,939581.6862671452
1080,458171.7814961243
1081,377678.9352470951
1082,517268.1876544338
1083,251988.21606661033
1084,220960.5378455503
1085,240619.96691169284
1086,119012.67871971651
1087,365435.7063144337
1088,475775.8198016745
1089,1049121.8001904632
1090,576481.1338528994
1091,432907.1678291443
1092,511419.2467705439
1093,667181.3295196461
1094,507901.8162776816
1095,1518543.2757480554
1096,471958.23109631863
1097,1074921.9289687586
1098,711285.7755180327
1099,290998.05248438
1100,1526318.6954041433
1101,360280.3271022962
1102,268855.74123975245
1103,1069352.1876672758
1104,430766.02844283247
1105,647267.8720303254
1106,760556.1852695904
1107,690905.4404044271
1108,753681.2550489063
1109,1528796.2026812544
1110,835504.8376890735
1111,502323.62136527826
1112,519360.0745805253
1113,170389.0140852608
1114,272026.34678860294
1115,212686.0477132076
1116,749493.1677755385
1117,440832.1367894823
1118,770126.3297404299
1119,503789.74316554464
1120,147092.96348450708
1121,370800.09842168336
1122,552013.1081041271
1123,493303.57930304983
1124,172999.99999999587
1125,3549930.768663085
1126,275262.9116190832
1127,598027.5988375513
1128,246579.7031091454
1129,597563.9624417911
1130,1068695.6292724486
1131,569558.7299251482
1132,307938.1729113264
1133,929853.8837834768
1134,518508.85628027027
1135,264151.4059757337
1136,550193.441680903
1137,211431.88433107449
1138,336818.88913944544
1139,2308384.7635956174
1140,173502.75224645672
1141,454190.1200731138
1142,1486704.340693138
1143,730460.5550159035
1144,623742.8490971776
1145,122732.53388771508
1146,422225.8282399062
1147,464591.1408159927
1148,864799.9999999951
1149,451922.96206925943
1150,115614.67436190385
1151,149103.34545047986
1152,588195.3762664194
1153,974027.7380695322
1154,1170547.805019177
1155,338849.63973244966
1156,614407.4158597873
1157,600584.2057104632
1158,412101.78550850996
1159,467436.7753453339
1160,612158.2655468471
1161,454347.13778086565
1162,576544.0532718657
1163,1055920.338916645
1164,718001.6747014809
1165,291139.0654629973
1166,626256.2007697127
1167,209424.60889176006
1168,1011774.7572413306
1169,1355745.9671827885
1170,1075702.1776704956
1171,622220.7100007415
1172,613658.7381392431
1173,572910.7160630892
1174,563371.4453321276
1175,1567842.6206107435
1176,352913.1528280042
1177,982827.758181284
1178,489389.48961210006
1179,1321993.5001881057
1180,2188907.3239241983
1181,837432.4273900593
1182,231955.58569029596
1183,328439.9622393547
1184,250326.51840152702
1185,474521.704267294
1186,946534.7097247308
1187,381371.45299252507
1188,269483.1156840893
1189,316623.9975202228
1190,377230.0543843231
1191,278987.71333511994
1192,689224.7333967496
1193,944993.1175332592
1194,193395.08469983743
1195,444856.7285856624
1196,498343.4341494021
1197,263862.81218625756
1198,929646.2653944565
1199,814524.0157809041
1200,232637.95113379727
1201,425404.0791622536
1202,360445.28314354457
1203,2496618.487306443
1204,342545.47393568855
1205,575544.3330732795
1206,1812542.5241108714
1207,415917.79531161586
1208,387552.3296922254
1209,742693.5207412664
1210,394612.36903495796
1211,297700.99230320175
1212,507358.72433539375
1213,1476889.569560959
1214,187703.54440442674
1215,485715.3671513161
1216,429088.1751822768
1217,460205.2006022204
1218,1231213.6312022917
1219,551252.2652001693
1220,1486199.672552095
1221,577658.2862281721
1222,412553.6025184518
1223,565779.8000253374
1224,275453.84566883434
1225,1329917.9497316978
1226,757100.6423100928
1227,1911891.5460853223
1228,362838.8021773578
1229,417811.3371388173
1230,771187.6056856277
1231,919598.864352092
1232,1000676.5757171201
1233,721038.2062896268
1234,810217.2628065395
1235,543110.2595598135
1236,845154.7038052649
1237,3785425.489295119
1238,443178.99154171074
1239,237623.9525133194
1240,552244.1294731376
1241,556977.8855641077
1242,821457.333137859
1243,458661.1627753016
1244,158540.98186091078
1245,208636.9829594153
1246,325526.81278613856
1247,1001811.9052252942
1248,267855.84721676
1249,1186693.5974310061
1250,381198.01862651954
1251,396583.9508040431
1252,489811.940222921
1253,414235.04894531943
1254,1995798.150182273
1255,315047.4659208731
1256,602032.2944410564
1257,384997.8317811988
1258,600078.7922737247
1259,248753.6125664067
1260,753045.0849213062
1261,1549740.7443497654
1262,749713.0356425577
1263,1054982.5888078152
1264,134653.5666464303
1265,438668.17863169656
1266,391413.4380090183
1267,720989.9225862139
1268,433750.01971718133
1269,496723.3249251928
1270,163823.15179467358
1271,984865.6784733277
1272,825014.7529713018
1273,958413.5412335454
1274,357063.83337869897
1275,831423.7802991916
1276,608652.1197195359
1277,808494.138839558
1278,441386.2041138831
1279,653499.8732580093
1280,710437.0858817562
1281,786275.0530239874
1282,467373.924246108
1283,686654.5834660975
1284,743466.466569925
1285,256041.93806544645
1286,963549.2502508664
1287,339780.18959846697
1288,1178104.1018026914
1289,492162.81688120886
1290,1112347.5270911783
1291,596796.0512817204
1292,422515.00443909003
1293,170965.36488654863
1294,508312.9702155553
1295,1285171.120696668
1296,448662.78295198356
1297,1994873.340578682
1298,310086.3841712076
1299,1036851.085272769
1300,207947.5208519295
1301,892720.7554382561
1302,634723.4986984045
1303,433770.7678900698
1304,317927.25328595564
1305,1002984.7773390906
1306,474276.4639386901
1307,807699.1454300178
1308,406163.74927285285
1309,261025.3037804533
1310,235777.79076173305
1311,1678878.9462805123
1312,1527970.7562453956
1313,523351.1070768904
1314,869497.1532599216
1315,1401362.9155569368
1316,451290.2537717565
1317,428356.623448012
1318,472971.1287724968
1319,720964.0611020019
1320,808457.6978749584
1321,931307.4030748012
1322,808333.3363061169
1323,616938.2601874622
1324,563417.0370625731
1325,468490.4535020601
1326,261239.3236372516
1327,1471965.7890303624
1328,422277.6152679788
1329,303112.8641717557
1330,580328.6772443434
1331,1500021.772503212
1332,599354.5638157666
1333,456579.00406541076
1334,239814.25669047862
1335,672559.6802394377
1336,150768.25690881308
1337,151015.03272632265
1338,1206240.140850765
1339,669134.7982085305
1340,556476.3926466558
1341,2035239.3457341462
1342,168702.98567803772
1343,163726.84557515034
1344,497266.6226166326
1345,1149125.4134544893
1346,898826.0268968096
1347,626405.0659044541
1348,840763.2776029537
1349,457504.6890056636
1350,282338.0539867467
1351,423519.40950303583
