,pred
269,804427.26
270,803656.6
271,871450.0
272,500929.8933333333
273,804660.13
274,592197.5193027796
275,351267.865
276,601389.51
277,592197.5193027796
278,116815.63483738486
279,469599.65
280,603143.31
281,836338.52
282,1931076.93
283,1012604.08
284,307296.23193473194
285,277947.3978182899
286,951791.67
287,513021.9732708811
288,1654873.85
289,321455.6507936507
290,667818.55
291,2268120.57
292,1009061.27
293,901294.575
294,696244.451617022
295,929294.6
296,408078.80333333334
297,450931.6666666666
298,842340.27
299,2392310.0
300,426344.28
301,958580.9918707126
302,545325.42
303,2033901.26
304,585828.9833333334
305,1144199.8425555557
306,1367653.6
307,801945.3
308,954028.16
309,526941.66
310,821590.21
311,238404.49
312,1094518.0
313,991788.03
314,1966937.9545
315,2709705.12
316,1188790.0
317,836307.48
318,450104.0
319,758635.9200313856
320,490897.56
321,543714.75
322,338625.7508333333
323,311890.4611199496
324,577307.12
325,260272.19333333336
326,730180.5880230879
327,1857346.7049007935
328,418744.46
329,1561366.24
330,1196192.1666666667
331,539329.79
332,706504.7680444553
333,4094379.18
334,833932.4976412478
335,495826.38
336,1213831.09
337,921483.8616666666
338,1287305.0
339,418668.71
340,324169.32
341,1335421.17
342,859641.45
343,672984.5662500001
344,472226.02666666673
345,572768.52
346,1041677.8583333334
347,522877.5866666667
348,962242.82
349,638975.0603876258
350,812185.63
351,464029.88
352,820595.0
353,1047077.86
354,397334.74
355,240268.07142857142
356,511417.55
357,260410.2184385748
358,3541695.2
359,332532.9
360,729730.5075
361,713955.0
362,612234.2336867604
363,758319.0
364,678306.4
365,1527955.89
366,1105019.25
367,2067998.9466666665
368,842410.0
369,1312693.1
370,499727.14363636373
371,537180.87
372,1503756.62
373,284079.60557142855
374,649460.0634920634
375,445640.78
376,252785.2
377,814082.0
378,138658.32142857145
379,728041.73
380,267540.2
381,740960.0
382,507728.0
383,1413018.3006666666
384,2100511.82
385,946016.47
386,840290.1
387,3544760.0
388,195600.83333333337
389,341998.0
390,629769.0
391,1180825.0
392,253536.16
393,279439.669011544
394,364881.36
395,2015931.4
396,326970.50952935946
397,205157.00188206002
398,547624.3333333333
399,343550.43333333335
400,400859.2
401,712815.5
402,1013670.0
403,439886.55952380947
404,518707.48
405,1243965.9675
406,2074873.18
407,943374.3266666667
408,562387.41
409,552623.2309190131
410,584967.13
411,3315464.02
412,519128.4966666667
413,637103.61
414,661498.84
415,1013860.3333333333
416,633633.5
417,1547731.29
418,1737941.9552496385
419,839865.0
420,827955.7256666666
421,1559022.57
422,288446.17333333334
423,941218.75
424,1241223.2746076353
425,790096.41
426,1382560.06
427,676754.04
428,1227823.2433333334
429,658202.0830575501
430,977661.25
431,470535.0333333334
432,750784.6230352978
433,333427.9395683761
434,2495308.2
435,475140.47
436,881582.1933333332
437,964485.0866666666
438,570442.2366666667
439,782003.17
440,227970.39809124952
441,194671.9300812052
442,481306.0
443,485445.54
444,1385410.0
445,147159.7380952381
446,263289.8333333333
447,748280.2833520643
448,327068.71
449,663840.5892857142
450,2918303.86
451,1274235.0
452,146818.75595238095
453,1363337.5
454,666275.99
455,559084.99
456,837563.01
457,483457.54
458,677419.1
459,414231.91
460,883427.757936508
461,1632911.87
462,949758.32
463,616595.93
464,331808.54
465,314522.74
466,806893.55
467,840598.57
468,444573.99
469,465323.6
470,803439.8833333333
471,532135.96
472,340190.93166666664
473,646441.61
474,582137.65
475,2113253.2900432907
476,555520.31
477,307281.66333333333
478,215353.59359472216
479,457141.6
480,3293580.14
481,703773.6733333335
482,309451.51
483,1797198.92
484,1280720.0
485,153663.42360417356
486,1322941.94
487,821956.7
488,327213.76
489,2395545.13
490,710781.9992380951
491,1079195.1592712845
492,1237013.0
493,767262.27
494,933475.08
495,866912.9405496353
496,528501.5563333334
497,1291834.08
498,325294.4
499,548300.0
500,297434.8531746032
501,1213170.33
502,1321312.5
503,488050.7927380953
504,1481635.45431746
505,392808.55
506,159064.75
507,731298.0
508,448836.1467976469
509,513059.96031746035
510,129972.04
511,576213.55
512,756111.6
513,1151760.0
514,557265.04
515,930994.16
516,780142.1904761906
517,255849.74
518,351582.85714285716
519,429276.5477461351
520,401204.5173999165
521,223474.18216505717
522,1046749.5
523,141392.78174603175
524,770430.21
525,1399630.0
526,348056.035
527,1232082.6415873012
528,548239.64
529,364238.48
530,825481.7857142857
531,326970.50952935946
532,646617.94
533,519875.0
534,282513.59007936507
535,358197.92833333334
536,488646.0017460317
537,1201498.75
538,1138033.29
539,457005.34
540,538979.46
541,2410420.0
542,350601.305
543,453945.0
544,849694.93
545,2466516.87
546,515471.90333333326
547,1197876.8566666667
548,1210791.04
549,918238.12
550,973807.8260964914
551,691831.7608117162
552,1034558.28
553,1298298.6904761905
554,462430.82196497946
555,1343296.17
556,523360.32
557,532847.75
558,273313.41
559,458905.85
560,145079.8116190476
561,774645.0
562,460210.66
563,785693.98
564,571407.08
565,1082806.48
566,180687.06230158723
567,456829.53
568,516378.64666666667
569,681559.24
570,501246.0333333334
571,438600.38
572,275858.7760606061
573,998054.966923077
574,425288.74
575,289483.47
576,720559.05
577,430624.2466666667
578,580954.8881017824
579,1683037.12
580,321000.58
581,2140781.31
582,2114999.94
583,448836.1467976469
584,740880.0
585,758635.9200313856
586,498635.16
587,437836.29
588,524470.21
589,545617.5
590,2111398.35
591,2608062.7838638267
592,777469.65
593,515341.85
594,483041.8406899521
595,302919.80266166036
596,569773.35
597,1315367.94
598,848831.27
599,992379.89
600,692029.84
601,1811226.85
602,1534071.27
603,1245636.35
604,626036.222943723
605,847853.32
606,560280.24
607,608140.3466666667
608,662075.6666666666
609,2919760.0
610,915356.4071614662
611,1039672.56
612,634116.1733333333
613,184409.5773809524
614,1449730.2066666668
615,911039.6372357362
616,441706.07333333336
617,246155.35
618,486593.71
619,1404991.69
620,743446.42
621,340163.4711111111
622,2148847.0833333335
623,1637794.46
624,353319.0
625,583683.93
626,1634857.3854617605
627,970393.2966666665
628,721237.4766666666
629,1145546.79
630,387335.06
631,544934.0
632,1246591.2366666668
633,419722.16666666674
634,832902.56
635,1942699.5535714284
636,1262535.6433333333
637,2719308.28
638,715554.0
639,1138504.8733333335
640,535477.14
641,398752.2233333334
642,752781.98
643,939017.98
644,247060.06410256404
645,618938.7
646,272124.71
647,893826.57
648,765372.04
649,497511.89333333337
650,589943.0
651,737724.9
652,792575.6
653,958798.16
654,409020.8708286714
655,486547.191835942
656,784350.0
657,888534.65
658,419726.79333333333
659,312761.7
660,780352.84
661,883442.0100195103
662,782606.18
663,741612.7
664,362280.5780952381
665,146818.75595238095
666,742463.01
667,930408.7
668,3015100.0
669,2974932.5
670,115383.99999999999
671,2165817.78
672,1080544.0
673,365679.68
674,518790.12
675,721809.9691666667
676,2430759.153968254
677,296138.33333333326
678,128989.22
679,245198.572039072
680,970698.0
681,849696.63028638
682,261577.2588809524
683,328499.5606341681
684,337980.75
685,407793.04
686,419668.40232600726
687,506836.0066666667
688,164120.42
689,1870724.29
690,789513.02
691,1081958.5133333332
692,1033570.0
693,1101109.831890495
694,797998.5860838938
695,1754610.77
696,825429.4
697,2094141.0
698,1043804.19
699,978251.5
700,1024728.0166666667
701,1123477.6
702,207562.86644083704
703,462797.89
704,199609.57954394442
705,531485.0
706,928470.0
707,444978.35
708,487175.32
709,400330.28
710,1667398.31
711,490570.98
712,836079.9066666666
713,258237.15693004106
714,868956.7440000001
715,434971.44
716,287353.6333333333
717,2505415.97
718,1252176.7882222226
719,623285.5933333334
720,251386.49
721,834186.59
722,969547.4938730433
723,3255812.07
724,260015.98412698405
725,839843.59
726,446838.61
727,360677.5
728,741891.63
729,695425.1785
730,451318.36
731,450066.2
732,1066670.08
733,230409.22619047618
734,457395.84
735,377541.26
736,2282728.8203463196
737,236897.55
738,650020.0
739,850537.02
740,927678.0642857143
741,1776411.3068181819
742,458543.11904761905
743,675781.9956349205
744,2167399.48
745,747134.66
746,490674.345
747,1909218.72
748,446658.8483333334
749,1942699.5535714284
750,499400.0
751,699350.0
752,1641226.36
753,333046.5858784271
754,1225753.07
755,513021.9732708811
756,645719.885
757,530857.43
758,406998.0
759,2051540.0
760,849234.05
761,3085266.333333334
762,2746661.54
763,1374060.0
764,532330.12
765,398980.85
766,470722.51
767,885870.97
768,593469.15
769,1036217.96
770,366085.0
771,419666.0
772,407890.3433333334
773,439247.5
774,684819.57
775,1158091.54
776,885462.74
777,462562.61
778,2197459.5995860053
779,621546.0
780,1941778.88
781,684146.69
782,286085.1673881673
783,153764.9802806083
784,366830.0
785,808672.9724125181
786,330885.51
787,300114.63
788,967861.325
789,405950.21
790,513278.6785714285
791,1539252.37
792,331947.6739491925
793,1055646.03
794,587045.0
795,363733.5
796,887588.1666666665
797,785024.95
798,1587035.465
799,1665142.01
800,149212.00063825067
801,899218.23
802,570172.0
803,1107776.0
804,656712.94
805,384912.24
806,584672.2087912087
807,588356.58
808,263427.7090006985
809,294180.7341269841
810,255708.1626984127
811,871602.2
812,3076614.95
813,821855.0
814,914481.89
815,211976.87492411828
816,1094138.2857142857
817,705337.9033333333
818,1208871.81
819,431409.44
820,1050125.0
821,581476.6666666667
822,790756.35
823,1031282.4358342491
824,603377.79
825,1522222.08
826,247545.7023809524
827,859088.32
828,942603.5633333332
829,519619.03333333327
830,675781.9956349205
831,338675.0
832,375975.0
833,247870.11904761902
834,772223.12
835,258455.99166719496
836,1144094.08
837,221166.27766967032
838,765396.0
839,705841.7582417582
840,385433.33333333343
841,199609.57954394442
842,893080.0
843,754245.99
844,768252.6
845,556597.92
846,628319.58
847,3407073.79
848,1297327.3394660894
849,484541.46
850,813822.99
851,499912.3
852,483419.74
853,618195.0092467532
854,1319040.1466666665
855,509065.28
856,399623.83
857,284079.60557142855
858,159847.27370238095
859,175186.8194523809
860,420965.65940836933
861,1595236.5
862,947352.12
863,714275.5714285714
864,921408.9256967012
865,514238.4325
866,565079.26
867,1120181.34
868,2129008.63
869,1150331.0
870,525115.84
871,138658.32142857145
872,474762.13
873,338625.7508333333
874,970659.25
875,597760.0
876,466018.5
877,309738.24
878,1735290.8970476189
879,248905.37301587305
880,750948.4466666665
881,370210.33873412706
882,613112.79
883,1978887.96
884,1073560.0
885,1233121.11
886,1112698.2317682318
887,983470.0
888,1334670.0
889,1198666.58
890,1070699.86
891,444215.52
892,747097.99
893,232704.61666666667
894,959981.4071016206
895,649907.255952381
896,959981.4071016206
897,346121.14333333337
898,828342.51
899,1994060.8651666665
900,624853.96
901,1099824.67
902,600982.84
903,436430.41
904,1546461.398
905,915492.88
906,249924.14263381064
907,1188275.5245526694
908,341052.85714285716
909,525344.27
910,468289.95
911,1245661.4733333334
912,935212.8
913,613375.9
914,792169.57
915,251324.0243501369
916,686450.0
917,461347.8753323252
918,695696.38
919,910273.96
920,445340.45
921,556501.08
922,1228073.0833333333
923,1876719.36
924,2166865.0
925,1821380.6
926,643823.63
927,713691.06
928,1488625.0
929,406360.21
930,556144.0
931,1286264.67
932,388841.7733333334
933,820650.0
934,656564.0
935,1013389.26
936,1391703.22
937,608207.46
938,1119690.0
939,699850.1
940,1385343.93
941,521780.67666666664
942,482264.8933333333
943,904832.74
944,981610.0
945,505225.7
946,584958.64
947,1118169.68
948,1756873.55
949,497762.28
950,727345.0
951,1362833.9794934602
952,472683.0
953,809658.75
954,730813.9466644467
955,901280.0
956,325680.7
957,2520347.5
958,420920.2
959,243211.7920793651
960,975560.26
961,175186.8194523809
962,1587930.66
963,423382.1666666666
964,1038749.0
965,193243.11452191594
966,1598575.0
967,576206.7
968,1411403.2861990952
969,1233885.88
970,786700.0
971,448667.02
972,421622.28333333327
973,352597.13349365635
974,421815.9
975,1019621.1066666667
976,509371.2
977,613965.3420238096
978,289108.4366666667
979,307296.23193473194
980,1370695.57
981,1597791.66
982,497060.68666666665
983,397430.6433333333
984,775775.2
985,721457.99
986,393588.75
987,751000.0
988,4228533.94
989,1198190.43
990,1980388.67
991,1557707.585992064
992,377682.636
993,704442.07
994,601806.62
995,2427239.47
996,800059.21
997,837725.9974603173
998,1916063.77
999,243431.53174603172
1000,754743.5
1001,1285891.0
1002,592197.5193027796
1003,2431153.4195833337
1004,797998.5860838938
1005,1959673.78
1006,174660.5
1007,528336.04
1008,484723.46
1009,1021838.9
1010,1126344.16
1011,736940.0
1012,1029748.4
1013,773230.21
1014,603212.5458333334
1015,378457.39
1016,519130.0
1017,278812.0285794484
1018,664425.0
1019,228859.16859066868
1020,319605.98189302604
1021,1038566.8633333333
1022,695336.02
1023,229914.60714285713
1024,130964.00535575539
1025,797388.88
1026,573868.37
1027,285119.51914069266
1028,1569895.49
1029,662831.97
1030,407543.66666666674
1031,981666.0790739824
1032,234214.59714285712
1033,409779.54666666663
1034,2698110.0
1035,860113.85
1036,609684.0166666666
1037,267683.37503968255
1038,1112614.74
1039,240268.07142857142
1040,921057.2925685424
1041,384148.5
1042,460828.11
1043,193243.11452191594
1044,864788.0735497836
1045,491095.0
1046,1481635.45431746
1047,1328231.2123809524
1048,1560638.66
1049,496685.0
1050,1533833.6986666666
1051,630299.56
1052,376533.51333333337
1053,494253.0
1054,700239.5
1055,563621.43
1056,764660.0
1057,658202.0830575501
1058,487547.2
1059,619095.44
1060,351789.68
1061,590195.4566666667
1062,2074663.29
1063,661981.32
1064,507397.9761904762
1065,1094985.0
1066,1634857.3854617605
1067,2549281.77
1068,914617.9472438672
1069,1157259.55
1070,501406.8
1071,501354.08348412707
1072,2024789.88
1073,479353.32
1074,390361.03333333327
1075,238075.1839156247
1076,1188720.32
1077,215353.59359472216
1078,1163195.7133333334
1079,1524353.2833333334
1080,456656.0
1081,443287.2
1082,572057.3333333334
1083,257318.0
1084,238075.1839156247
1085,231990.0
1086,180424.98
1087,482388.24
1088,779881.0759999999
1089,1122212.88
1090,614229.1066666667
1091,420851.41
1092,481872.66
1093,605023.51
1094,393958.25
1095,1541339.34
1096,518695.73333333334
1097,1826903.68
1098,819127.22
1099,454667.52
1100,2168280.0
1101,395528.6166666667
1102,623812.32
1103,1012696.1
1104,463565.72
1105,663840.5892857142
1106,756213.73
1107,813180.37
1108,1753330.9166666665
1109,2597454.04
1110,861943.56
1111,593335.86
1112,531700.0
1113,182165.82550315015
1114,311890.4611199496
1115,206598.0
1116,817882.8666666667
1117,469932.17
1118,964653.76
1119,618430.04
1120,159585.37301587305
1121,367168.02666666673
1122,584833.57
1123,592197.5193027796
1124,324085.0
1125,4662871.68
1126,341435.52
1127,658202.0830575501
1128,277947.3978182899
1129,890470.2966666665
1130,1367239.41
1131,537666.12
1132,317265.8
1133,927955.81
1134,638537.3
1135,349679.4011544011
1136,649947.4666666667
1137,192052.05952380953
1138,424964.00666666665
1139,2923827.68
1140,193243.11452191594
1141,433803.99
1142,1745863.75
1143,769923.88
1144,547800.0
1145,129610.0
1146,416811.93
1147,603006.7133333334
1148,1196192.1666666667
1149,559217.36
1150,154626.80074175823
1151,136370.59523809524
1152,711937.8429126985
1153,993887.53
1154,1303222.75
1155,374311.83
1156,584013.1785714286
1157,658318.4999999999
1158,489671.88
1159,492482.02666666673
1160,677362.84
1161,457175.71
1162,557749.58
1163,1051193.76
1164,828530.9
1165,550600.494595238
1166,632237.38
1167,169392.82
1168,2159013.527698412
1169,2820965.75
1170,1809100.0
1171,668284.9
1172,690057.8
1173,566610.0
1174,1064091.295
1175,2047371.285
1176,374086.47
1177,875327.58
1178,479454.14
1179,2314686.86
1180,2769418.52
1181,1159401.0
1182,334156.0
1183,300081.1285714286
1184,251324.0243501369
1185,518399.73
1186,1751080.0
1187,458637.0891428571
1188,339754.81
1189,414132.65
1190,436019.15
1191,461913.0461904761
1192,785691.5563636364
1193,1009280.73
1194,223864.19047619044
1195,429992.88
1196,989665.87
1197,299542.5037378847
1198,1273966.2755952382
1199,787862.3954318606
1200,264544.57936507935
1201,513778.91
1202,325290.395
1203,3422219.5
1204,407148.75
1205,581920.575
1206,1882350.0
1207,472295.8733333333
1208,377621.79
1209,811413.7701066845
1210,522220.0
1211,453363.21333333326
1212,480235.2136096284
1213,1486818.44
1214,238205.16666666663
1215,652061.8256552108
1216,442844.62
1217,513582.2
1218,1667436.3
1219,528762.64
1220,1882481.37
1221,690758.55
1222,392548.94
1223,617495.34
1224,241094.84126984124
1225,1292224.6966666663
1226,809650.72
1227,1974441.26
1228,616257.865
1229,444454.4
1230,780594.2
1231,1246797.06
1232,1146577.68
1233,689189.8133333335
1234,888030.64
1235,626716.95
1236,767194.6633333334
1237,4197332.08
1238,440924.4
1239,261937.91273809527
1240,553086.62
1241,511591.42
1242,957290.01
1243,606238.3
1244,182165.82550315015
1245,253900.87611235984
1246,380173.3508571428
1247,2083056.89
1248,309488.51951277483
1249,1116523.322
1250,406633.69166666665
1251,375142.15
1252,650965.78
1253,451710.42333333334
1254,2704523.61
1255,311941.1397491397
1256,622613.3
1257,426347.5
1258,634874.68
1259,302053.11355311354
1260,798546.38
1261,2265203.26
1262,936568.9966666666
1263,988460.552
1264,161350.90448440448
1265,567770.79
1266,396352.26
1267,714541.07
1268,381332.7
1269,549608.75
1270,173872.23
1271,1538515.45
1272,867302.16
1273,955494.9232380952
1274,362785.0
1275,885527.4
1276,741606.6666666667
1277,841023.87
1278,442877.95
1279,691940.8066666665
1280,900802.37
1281,822207.6190000001
1282,410203.88
1283,720539.08
1284,884229.75
1285,237388.94166666668
1286,1115120.32
1287,365973.22
1288,1224705.0
1289,559853.3
1290,1514600.0
1291,706739.74
1292,435624.76
1293,177113.34711111113
1294,475660.35
1295,1617109.15
1296,456781.45
1297,2580720.57
1298,349615.1866666667
1299,1028097.4575
1300,234750.4818547466
1301,1395586.85
1302,752296.0952380954
1303,438240.5
1304,445950.6533333334
1305,983552.33
1306,447058.91
1307,1308362.638888889
1308,449768.3333333334
1309,347922.0
1310,246156.55555555553
1311,1593608.58
1312,1943602.2
1313,555039.77
1314,1006579.61
1315,1388238.56
1316,501446.32
1317,301742.25
1318,501689.0
1319,805856.55
1320,825300.0
1321,859004.9
1322,1064366.5133333334
1323,801015.23
1324,641416.69
1325,504014.0
1326,319862.2251785714
1327,2113840.96
1328,548651.73
1329,312476.51111111115
1330,758899.9476190476
1331,1788523.35
1332,707267.73
1333,515720.6995715396
1334,344565.4462224997
1335,1376639.1
1336,161434.83874458878
1337,178990.0
1338,1459000.0
1339,1237278.997102897
1340,646059.73
1341,2223370.84
1342,206440.0
1343,172049.53887917634
1344,508942.0
1345,1759608.85
1346,848355.9657664556
1347,684010.96
1348,850925.2063157895
1349,498148.58424908423
1350,349937.86
1351,465694.44
1352,603070.4141414142
1353,822416.7565267379
1354,496019.98
1355,916142.45
1356,377618.62
1357,748280.2833520643
1358,595504.7566666666
1359,604425.0
1360,311890.4611199496
1361,297881.43
1362,194112.66
1363,890693.5733333335
1364,428274.94
1365,725300.4
1366,1490135.0
1367,882688.357142857
1368,489063.1066666667
1369,618763.0357142856
1370,917519.0
1371,1270230.567368421
1372,450751.0
1373,989362.3
1374,503791.175
1375,3879429.1
1376,1767995.8885714284
1377,265212.16
1378,676326.28
1379,513278.6785714285
1380,1084147.51
1381,473491.3
1382,117772.68761904765
1383,1777960.0
1384,567925.9333333332
1385,1280633.3736385733
1386,1710849.0675
1387,1555071.15
1388,1887129.2
1389,864127.102541015
1390,637586.04
1391,1843814.88
1392,153764.9802806083
1393,470022.13166666665
1394,1410377.93
1395,124751.93
1396,1433753.43
1397,500169.36
1398,454164.60461760464
1399,285490.2784615385
1400,576779.92
1401,1557543.54
1402,626036.222943723
1403,2691550.0
1404,1647540.0
1405,1144199.8425555557
1406,510553.24999999994
1407,1348165.55
1408,172084.51166666663
1409,737691.39
1410,384621.04
1411,483041.8406899521
1412,1049435.75
1413,861275.42
1414,1616989.3
1415,177043.94047619044
1416,329402.54833333334
1417,494693.9
1418,887487.39
1419,784261.88
1420,2229385.35
1421,492063.445
1422,376204.0
1423,475086.08
1424,782499.38
1425,614452.7103174604
1426,787956.6818333333
1427,2131625.0
1428,319242.35
1429,745379.9383839843
1430,319605.98189302604
1431,458187.64
1432,319559.26666666666
1433,251507.14
1434,1407656.54
1435,543301.96
1436,2395122.25
1437,1703750.04
1438,486062.58
1439,2533530.32
1440,1757209.9933333334
1441,406698.8885281386
1442,1410238.78
1443,1214911.69
1444,1008646.1901244591
1445,1354692.6242857142
1446,833593.5948051949
1447,961070.97
1448,1219189.0
1449,349989.92
1450,979879.4853757353
1451,235592.27593677572
1452,1460494.15
1453,3804487.26
1454,792045.44
1455,622639.995
1456,2064621.666666667
1457,257254.74601587316
1458,451569.75476190477
1459,828462.5
1460,1740867.66
1461,1617327.5178571427
1462,407459.51333333337
1463,240872.49333333332
1464,758738.72
1465,1075866.28
1466,1039237.6
1467,563674.64
1468,512094.32
1469,3206055.0
1470,689573.92
1471,364012.5
1472,2279094.04
1473,496025.5582861334
1474,371596.58
1475,1486612.68
1476,679091.96
1477,1338003.42
1478,477735.2540792541
1479,999565.64
1480,542440.0
1481,589059.2166666667
1482,666844.44
1483,670357.16
1484,384517.63
1485,1833046.83
1486,569574.14
1487,481786.9
1488,1006033.7866666667
1489,350977.65688235493
1490,822416.7565267379
1491,516291.9266666667
1492,922464.4766666667
1493,255378.27404761896
1494,567905.4194000444
1495,777242.2470238094
1496,929087.8926428572
1497,492951.33
1498,571332.3416666667
1499,447716.87
1500,4369494.18
1501,621021.6833333332
1502,221166.27766967032
1503,488466.6388888889
1504,423265.0
1505,429998.06132756127
1506,208769.147491342
1507,845435.16
1508,496025.5582861334
1509,1085835.67
1510,1888198.52
1511,601850.5736666668
1512,3001813.81
1513,583420.0
1514,1604060.38
1515,521451.31333333335
1516,162299.24682539684
1517,2357900.0
1518,166139.82
1519,847107.76
1520,1385781.99
1521,309342.61262293253
1522,379984.04
1523,1215485.02
1524,787265.4
1525,557789.73
1526,510863.0934285715
1527,2290717.853333333
1528,916417.75
1529,361604.21
1530,705180.4
1531,737825.0
1532,1340149.8
1533,571558.0
1534,303269.52928571426
1535,448635.14
1536,290877.09523809527
1537,1087495.7173214285
1538,1473602.13
1539,1599444.75
1540,2071660.06
1541,562401.23
1542,938840.1966666668
1543,1071988.45
1544,609358.7000998295
1545,1055899.76
1546,716835.25
1547,833070.0875
1548,542195.64
1549,1502547.33
1550,1377177.031746032
1551,605856.46
1552,210197.98295238093
1553,466803.0
1554,435448.12333333335
1555,607778.7
1556,212526.52127417026
1557,1042267.73
1558,817966.5103571429
1559,1463266.34
1560,573022.69
1561,660149.99
1562,1329241.88
1563,1565767.04
1564,452433.8333333334
1565,1144829.9609972518
1566,486925.28827311547
1567,1293780.0
1568,942904.3777056277
1569,650618.3926190477
1570,723654.92
1571,802974.39
1572,430051.92666666664
1573,613934.49
1574,183523.49023015873
1575,267189.5725108225
1576,873912.7202380953
1577,188621.39869852367
1578,233552.83730158734
1579,672244.69
1580,392489.97
1581,721242.76
1582,1583242.6
1583,792167.72
1584,1021520.0751082252
1585,400795.1433333333
1586,810394.85
1587,739057.32
1588,283996.36
1589,981666.0790739824
1590,442785.9457142858
1591,273523.0119047619
1592,291161.38173160166
1593,873307.8974338626
1594,797270.0
1595,169589.99747474748
1596,1081001.44
1597,896169.82
1598,534971.45
1599,1217484.02
1600,798576.62
1601,770685.36
1602,1399020.8028351408
1603,1209486.17
1604,680554.5923775226
1605,900288.5066666666
